StartTimestampUTC,EndTimestampUTC,ForecastIntensity,ActualIntensity,Region,Index
2018-05-30T10:00+00:00,2018-05-30T10:30+00:00,263,,GB,moderate
2018-05-30T10:30+00:00,2018-05-30T11:00+00:00,183,,North Scotland,moderate
2018-05-30T10:30+00:00,2018-05-30T11:00+00:00,19,,South Scotland,very low
2018-05-30T10:30+00:00,2018-05-30T11:00+00:00,95,,North West England,low
2018-05-30T10:30+00:00,2018-05-30T11:00+00:00,49,,North East England,very low
2018-05-30T10:30+00:00,2018-05-30T11:00+00:00,308,,Yorkshire,high
2018-05-30T10:30+00:00,2018-05-30T11:00+00:00,236,,North Wales and Merseyside,moderate
2018-05-30T10:30+00:00,2018-05-30T11:00+00:00,379,,South Wales,high
2018-05-30T10:30+00:00,2018-05-30T11:00+00:00,264,,West Midlands,moderate
2018-05-30T10:30+00:00,2018-05-30T11:00+00:00,405,,East Midlands,very high
2018-05-30T10:30+00:00,2018-05-30T11:00+00:00,192,,East England,moderate
2018-05-30T10:30+00:00,2018-05-30T11:00+00:00,208,,South West England,moderate
2018-05-30T10:30+00:00,2018-05-30T11:00+00:00,332,,South England,high
2018-05-30T10:30+00:00,2018-05-30T11:00+00:00,261,,London,moderate
2018-05-30T10:30+00:00,2018-05-30T11:00+00:00,180,,South East England,moderate
2018-05-30T10:30+00:00,2018-05-30T11:00+00:00,245,,England,moderate
2018-05-30T10:30+00:00,2018-05-30T11:00+00:00,62,,Scotland,very low
2018-05-30T10:30+00:00,2018-05-30T11:00+00:00,328,,Wales,high
2018-05-30T10:30+00:00,2018-05-30T11:00+00:00,262,,GB,moderate
2018-05-30T11:00+00:00,2018-05-30T11:30+00:00,188,,North Scotland,moderate
2018-05-30T11:00+00:00,2018-05-30T11:30+00:00,19,,South Scotland,very low
2018-05-30T11:00+00:00,2018-05-30T11:30+00:00,95,,North West England,low
2018-05-30T11:00+00:00,2018-05-30T11:30+00:00,49,,North East England,very low
2018-05-30T11:00+00:00,2018-05-30T11:30+00:00,312,,Yorkshire,high
2018-05-30T11:00+00:00,2018-05-30T11:30+00:00,219,,North Wales and Merseyside,moderate
2018-05-30T11:00+00:00,2018-05-30T11:30+00:00,380,,South Wales,very high
2018-05-30T11:00+00:00,2018-05-30T11:30+00:00,267,,West Midlands,moderate
2018-05-30T11:00+00:00,2018-05-30T11:30+00:00,410,,East Midlands,very high
2018-05-30T11:00+00:00,2018-05-30T11:30+00:00,192,,East England,moderate
2018-05-30T11:00+00:00,2018-05-30T11:30+00:00,215,,South West England,moderate
2018-05-30T11:00+00:00,2018-05-30T11:30+00:00,333,,South England,high
2018-05-30T11:00+00:00,2018-05-30T11:30+00:00,262,,London,moderate
2018-05-30T11:00+00:00,2018-05-30T11:30+00:00,178,,South East England,low
2018-05-30T11:00+00:00,2018-05-30T11:30+00:00,245,,England,moderate
2018-05-30T11:00+00:00,2018-05-30T11:30+00:00,64,,Scotland,very low
2018-05-30T11:00+00:00,2018-05-30T11:30+00:00,333,,Wales,high
2018-05-30T11:00+00:00,2018-05-30T11:30+00:00,262,,GB,moderate
2018-05-30T11:30+00:00,2018-05-30T12:00+00:00,192,,North Scotland,moderate
2018-05-30T11:30+00:00,2018-05-30T12:00+00:00,18,,South Scotland,very low
2018-05-30T11:30+00:00,2018-05-30T12:00+00:00,94,,North West England,low
2018-05-30T11:30+00:00,2018-05-30T12:00+00:00,49,,North East England,very low
2018-05-30T11:30+00:00,2018-05-30T12:00+00:00,316,,Yorkshire,high
2018-05-30T11:30+00:00,2018-05-30T12:00+00:00,218,,North Wales and Merseyside,moderate
2018-05-30T11:30+00:00,2018-05-30T12:00+00:00,381,,South Wales,very high
2018-05-30T11:30+00:00,2018-05-30T12:00+00:00,269,,West Midlands,moderate
2018-05-30T11:30+00:00,2018-05-30T12:00+00:00,423,,East Midlands,very high
2018-05-30T11:30+00:00,2018-05-30T12:00+00:00,194,,East England,moderate
2018-05-30T11:30+00:00,2018-05-30T12:00+00:00,225,,South West England,moderate
2018-05-30T11:30+00:00,2018-05-30T12:00+00:00,336,,South England,high
2018-05-30T11:30+00:00,2018-05-30T12:00+00:00,265,,London,moderate
2018-05-30T11:30+00:00,2018-05-30T12:00+00:00,177,,South East England,low
2018-05-30T11:30+00:00,2018-05-30T12:00+00:00,245,,England,moderate
2018-05-30T11:30+00:00,2018-05-30T12:00+00:00,67,,Scotland,very low
2018-05-30T11:30+00:00,2018-05-30T12:00+00:00,336,,Wales,high
2018-05-30T11:30+00:00,2018-05-30T12:00+00:00,264,,GB,moderate
2018-05-30T12:00+00:00,2018-05-30T12:30+00:00,198,,North Scotland,moderate
2018-05-30T12:00+00:00,2018-05-30T12:30+00:00,18,,South Scotland,very low
2018-05-30T12:00+00:00,2018-05-30T12:30+00:00,94,,North West England,low
2018-05-30T12:00+00:00,2018-05-30T12:30+00:00,48,,North East England,very low
2018-05-30T12:00+00:00,2018-05-30T12:30+00:00,319,,Yorkshire,high
2018-05-30T12:00+00:00,2018-05-30T12:30+00:00,226,,North Wales and Merseyside,moderate
2018-05-30T12:00+00:00,2018-05-30T12:30+00:00,381,,South Wales,very high
2018-05-30T12:00+00:00,2018-05-30T12:30+00:00,274,,West Midlands,moderate
2018-05-30T12:00+00:00,2018-05-30T12:30+00:00,431,,East Midlands,very high
2018-05-30T12:00+00:00,2018-05-30T12:30+00:00,196,,East England,moderate
2018-05-30T12:00+00:00,2018-05-30T12:30+00:00,228,,South West England,moderate
2018-05-30T12:00+00:00,2018-05-30T12:30+00:00,336,,South England,high
2018-05-30T12:00+00:00,2018-05-30T12:30+00:00,263,,London,moderate
2018-05-30T12:00+00:00,2018-05-30T12:30+00:00,176,,South East England,low
2018-05-30T12:00+00:00,2018-05-30T12:30+00:00,246,,England,moderate
2018-05-30T12:00+00:00,2018-05-30T12:30+00:00,68,,Scotland,very low
2018-05-30T12:00+00:00,2018-05-30T12:30+00:00,340,,Wales,high
2018-05-30T12:00+00:00,2018-05-30T12:30+00:00,267,,GB,moderate
2018-05-30T12:30+00:00,2018-05-30T13:00+00:00,206,,North Scotland,moderate
2018-05-30T12:30+00:00,2018-05-30T13:00+00:00,18,,South Scotland,very low
2018-05-30T12:30+00:00,2018-05-30T13:00+00:00,96,,North West England,low
2018-05-30T12:30+00:00,2018-05-30T13:00+00:00,46,,North East England,very low
2018-05-30T12:30+00:00,2018-05-30T13:00+00:00,324,,Yorkshire,high
2018-05-30T12:30+00:00,2018-05-30T13:00+00:00,246,,North Wales and Merseyside,moderate
2018-05-30T12:30+00:00,2018-05-30T13:00+00:00,381,,South Wales,very high
2018-05-30T12:30+00:00,2018-05-30T13:00+00:00,279,,West Midlands,moderate
2018-05-30T12:30+00:00,2018-05-30T13:00+00:00,438,,East Midlands,very high
2018-05-30T12:30+00:00,2018-05-30T13:00+00:00,197,,East England,moderate
2018-05-30T12:30+00:00,2018-05-30T13:00+00:00,223,,South West England,moderate
2018-05-30T12:30+00:00,2018-05-30T13:00+00:00,337,,South England,high
2018-05-30T12:30+00:00,2018-05-30T13:00+00:00,264,,London,moderate
2018-05-30T12:30+00:00,2018-05-30T13:00+00:00,176,,South East England,low
2018-05-30T12:30+00:00,2018-05-30T13:00+00:00,246,,England,moderate
2018-05-30T12:30+00:00,2018-05-30T13:00+00:00,70,,Scotland,very low
2018-05-30T12:30+00:00,2018-05-30T13:00+00:00,345,,Wales,high
2018-05-30T12:30+00:00,2018-05-30T13:00+00:00,270,,GB,moderate
2018-05-30T13:00+00:00,2018-05-30T13:30+00:00,217,,North Scotland,moderate
2018-05-30T13:00+00:00,2018-05-30T13:30+00:00,18,,South Scotland,very low
2018-05-30T13:00+00:00,2018-05-30T13:30+00:00,98,,North West England,low
2018-05-30T13:00+00:00,2018-05-30T13:30+00:00,44,,North East England,very low
2018-05-30T13:00+00:00,2018-05-30T13:30+00:00,330,,Yorkshire,high
2018-05-30T13:00+00:00,2018-05-30T13:30+00:00,270,,North Wales and Merseyside,moderate
2018-05-30T13:00+00:00,2018-05-30T13:30+00:00,381,,South Wales,very high
2018-05-30T13:00+00:00,2018-05-30T13:30+00:00,286,,West Midlands,high
2018-05-30T13:00+00:00,2018-05-30T13:30+00:00,444,,East Midlands,very high
2018-05-30T13:00+00:00,2018-05-30T13:30+00:00,196,,East England,moderate
2018-05-30T13:00+00:00,2018-05-30T13:30+00:00,216,,South West England,moderate
2018-05-30T13:00+00:00,2018-05-30T13:30+00:00,339,,South England,high
2018-05-30T13:00+00:00,2018-05-30T13:30+00:00,267,,London,moderate
2018-05-30T13:00+00:00,2018-05-30T13:30+00:00,175,,South East England,low
2018-05-30T13:00+00:00,2018-05-30T13:30+00:00,247,,England,moderate
2018-05-30T13:00+00:00,2018-05-30T13:30+00:00,71,,Scotland,very low
2018-05-30T13:00+00:00,2018-05-30T13:30+00:00,351,,Wales,high
2018-05-30T13:00+00:00,2018-05-30T13:30+00:00,272,,GB,moderate
2018-05-30T13:30+00:00,2018-05-30T14:00+00:00,224,,North Scotland,moderate
2018-05-30T13:30+00:00,2018-05-30T14:00+00:00,19,,South Scotland,very low
2018-05-30T13:30+00:00,2018-05-30T14:00+00:00,100,,North West England,low
2018-05-30T13:30+00:00,2018-05-30T14:00+00:00,44,,North East England,very low
2018-05-30T13:30+00:00,2018-05-30T14:00+00:00,337,,Yorkshire,high
2018-05-30T13:30+00:00,2018-05-30T14:00+00:00,298,,North Wales and Merseyside,high
2018-05-30T13:30+00:00,2018-05-30T14:00+00:00,381,,South Wales,very high
2018-05-30T13:30+00:00,2018-05-30T14:00+00:00,291,,West Midlands,high
2018-05-30T13:30+00:00,2018-05-30T14:00+00:00,456,,East Midlands,very high
2018-05-30T13:30+00:00,2018-05-30T14:00+00:00,194,,East England,moderate
2018-05-30T13:30+00:00,2018-05-30T14:00+00:00,213,,South West England,moderate
2018-05-30T13:30+00:00,2018-05-30T14:00+00:00,342,,South England,high
2018-05-30T13:30+00:00,2018-05-30T14:00+00:00,277,,London,moderate
2018-05-30T13:30+00:00,2018-05-30T14:00+00:00,175,,South East England,low
2018-05-30T13:30+00:00,2018-05-30T14:00+00:00,249,,England,moderate
2018-05-30T13:30+00:00,2018-05-30T14:00+00:00,73,,Scotland,very low
2018-05-30T13:30+00:00,2018-05-30T14:00+00:00,354,,Wales,high
2018-05-30T13:30+00:00,2018-05-30T14:00+00:00,271,,GB,moderate
2018-05-30T14:00+00:00,2018-05-30T14:30+00:00,229,,North Scotland,moderate
2018-05-30T14:00+00:00,2018-05-30T14:30+00:00,19,,South Scotland,very low
2018-05-30T14:00+00:00,2018-05-30T14:30+00:00,102,,North West England,low
2018-05-30T14:00+00:00,2018-05-30T14:30+00:00,46,,North East England,very low
2018-05-30T14:00+00:00,2018-05-30T14:30+00:00,342,,Yorkshire,high
2018-05-30T14:00+00:00,2018-05-30T14:30+00:00,321,,North Wales and Merseyside,high
2018-05-30T14:00+00:00,2018-05-30T14:30+00:00,381,,South Wales,very high
2018-05-30T14:00+00:00,2018-05-30T14:30+00:00,295,,West Midlands,high
2018-05-30T14:00+00:00,2018-05-30T14:30+00:00,465,,East Midlands,very high
2018-05-30T14:00+00:00,2018-05-30T14:30+00:00,192,,East England,moderate
2018-05-30T14:00+00:00,2018-05-30T14:30+00:00,213,,South West England,moderate
2018-05-30T14:00+00:00,2018-05-30T14:30+00:00,345,,South England,high
2018-05-30T14:00+00:00,2018-05-30T14:30+00:00,284,,London,high
2018-05-30T14:00+00:00,2018-05-30T14:30+00:00,175,,South East England,low
2018-05-30T14:00+00:00,2018-05-30T14:30+00:00,250,,England,moderate
2018-05-30T14:00+00:00,2018-05-30T14:30+00:00,74,,Scotland,very low
2018-05-30T14:00+00:00,2018-05-30T14:30+00:00,356,,Wales,high
2018-05-30T14:00+00:00,2018-05-30T14:30+00:00,271,,GB,moderate
2018-05-30T14:30+00:00,2018-05-30T15:00+00:00,230,,North Scotland,moderate
2018-05-30T14:30+00:00,2018-05-30T15:00+00:00,19,,South Scotland,very low
2018-05-30T14:30+00:00,2018-05-30T15:00+00:00,102,,North West England,low
2018-05-30T14:30+00:00,2018-05-30T15:00+00:00,50,,North East England,very low
2018-05-30T14:30+00:00,2018-05-30T15:00+00:00,344,,Yorkshire,high
2018-05-30T14:30+00:00,2018-05-30T15:00+00:00,333,,North Wales and Merseyside,high
2018-05-30T14:30+00:00,2018-05-30T15:00+00:00,381,,South Wales,very high
2018-05-30T14:30+00:00,2018-05-30T15:00+00:00,297,,West Midlands,high
2018-05-30T14:30+00:00,2018-05-30T15:00+00:00,471,,East Midlands,very high
2018-05-30T14:30+00:00,2018-05-30T15:00+00:00,191,,East England,moderate
2018-05-30T14:30+00:00,2018-05-30T15:00+00:00,214,,South West England,moderate
2018-05-30T14:30+00:00,2018-05-30T15:00+00:00,348,,South England,high
2018-05-30T14:30+00:00,2018-05-30T15:00+00:00,288,,London,high
2018-05-30T14:30+00:00,2018-05-30T15:00+00:00,175,,South East England,low
2018-05-30T14:30+00:00,2018-05-30T15:00+00:00,250,,England,moderate
2018-05-30T14:30+00:00,2018-05-30T15:00+00:00,75,,Scotland,very low
2018-05-30T14:30+00:00,2018-05-30T15:00+00:00,356,,Wales,high
2018-05-30T14:30+00:00,2018-05-30T15:00+00:00,270,,GB,moderate
2018-05-30T15:00+00:00,2018-05-30T15:30+00:00,227,,North Scotland,moderate
2018-05-30T15:00+00:00,2018-05-30T15:30+00:00,19,,South Scotland,very low
2018-05-30T15:00+00:00,2018-05-30T15:30+00:00,103,,North West England,low
2018-05-30T15:00+00:00,2018-05-30T15:30+00:00,54,,North East England,very low
2018-05-30T15:00+00:00,2018-05-30T15:30+00:00,344,,Yorkshire,high
2018-05-30T15:00+00:00,2018-05-30T15:30+00:00,335,,North Wales and Merseyside,high
2018-05-30T15:00+00:00,2018-05-30T15:30+00:00,382,,South Wales,very high
2018-05-30T15:00+00:00,2018-05-30T15:30+00:00,298,,West Midlands,high
2018-05-30T15:00+00:00,2018-05-30T15:30+00:00,472,,East Midlands,very high
2018-05-30T15:00+00:00,2018-05-30T15:30+00:00,191,,East England,moderate
2018-05-30T15:00+00:00,2018-05-30T15:30+00:00,216,,South West England,moderate
2018-05-30T15:00+00:00,2018-05-30T15:30+00:00,350,,South England,high
2018-05-30T15:00+00:00,2018-05-30T15:30+00:00,291,,London,high
2018-05-30T15:00+00:00,2018-05-30T15:30+00:00,175,,South East England,low
2018-05-30T15:00+00:00,2018-05-30T15:30+00:00,251,,England,moderate
2018-05-30T15:00+00:00,2018-05-30T15:30+00:00,77,,Scotland,very low
2018-05-30T15:00+00:00,2018-05-30T15:30+00:00,353,,Wales,high
2018-05-30T15:00+00:00,2018-05-30T15:30+00:00,272,,GB,moderate
2018-05-30T15:30+00:00,2018-05-30T16:00+00:00,217,,North Scotland,moderate
2018-05-30T15:30+00:00,2018-05-30T16:00+00:00,20,,South Scotland,very low
2018-05-30T15:30+00:00,2018-05-30T16:00+00:00,103,,North West England,low
2018-05-30T15:30+00:00,2018-05-30T16:00+00:00,58,,North East England,very low
2018-05-30T15:30+00:00,2018-05-30T16:00+00:00,346,,Yorkshire,high
2018-05-30T15:30+00:00,2018-05-30T16:00+00:00,333,,North Wales and Merseyside,high
2018-05-30T15:30+00:00,2018-05-30T16:00+00:00,383,,South Wales,very high
2018-05-30T15:30+00:00,2018-05-30T16:00+00:00,296,,West Midlands,high
2018-05-30T15:30+00:00,2018-05-30T16:00+00:00,475,,East Midlands,very high
2018-05-30T15:30+00:00,2018-05-30T16:00+00:00,193,,East England,moderate
2018-05-30T15:30+00:00,2018-05-30T16:00+00:00,219,,South West England,moderate
2018-05-30T15:30+00:00,2018-05-30T16:00+00:00,353,,South England,high
2018-05-30T15:30+00:00,2018-05-30T16:00+00:00,298,,London,high
2018-05-30T15:30+00:00,2018-05-30T16:00+00:00,176,,South East England,low
2018-05-30T15:30+00:00,2018-05-30T16:00+00:00,252,,England,moderate
2018-05-30T15:30+00:00,2018-05-30T16:00+00:00,77,,Scotland,very low
2018-05-30T15:30+00:00,2018-05-30T16:00+00:00,346,,Wales,high
2018-05-30T15:30+00:00,2018-05-30T16:00+00:00,273,,GB,moderate
2018-05-30T16:00+00:00,2018-05-30T16:30+00:00,205,,North Scotland,moderate
2018-05-30T16:00+00:00,2018-05-30T16:30+00:00,21,,South Scotland,very low
2018-05-30T16:00+00:00,2018-05-30T16:30+00:00,102,,North West England,low
2018-05-30T16:00+00:00,2018-05-30T16:30+00:00,60,,North East England,very low
2018-05-30T16:00+00:00,2018-05-30T16:30+00:00,348,,Yorkshire,high
2018-05-30T16:00+00:00,2018-05-30T16:30+00:00,323,,North Wales and Merseyside,high
2018-05-30T16:00+00:00,2018-05-30T16:30+00:00,385,,South Wales,very high
2018-05-30T16:00+00:00,2018-05-30T16:30+00:00,292,,West Midlands,high
2018-05-30T16:00+00:00,2018-05-30T16:30+00:00,476,,East Midlands,very high
2018-05-30T16:00+00:00,2018-05-30T16:30+00:00,196,,East England,moderate
2018-05-30T16:00+00:00,2018-05-30T16:30+00:00,220,,South West England,moderate
2018-05-30T16:00+00:00,2018-05-30T16:30+00:00,355,,South England,high
2018-05-30T16:00+00:00,2018-05-30T16:30+00:00,303,,London,high
2018-05-30T16:00+00:00,2018-05-30T16:30+00:00,178,,South East England,low
2018-05-30T16:00+00:00,2018-05-30T16:30+00:00,254,,England,moderate
2018-05-30T16:00+00:00,2018-05-30T16:30+00:00,77,,Scotland,very low
2018-05-30T16:00+00:00,2018-05-30T16:30+00:00,336,,Wales,high
2018-05-30T16:00+00:00,2018-05-30T16:30+00:00,274,,GB,moderate
2018-05-30T16:30+00:00,2018-05-30T17:00+00:00,193,,North Scotland,moderate
2018-05-30T16:30+00:00,2018-05-30T17:00+00:00,21,,South Scotland,very low
2018-05-30T16:30+00:00,2018-05-30T17:00+00:00,102,,North West England,low
2018-05-30T16:30+00:00,2018-05-30T17:00+00:00,62,,North East England,very low
2018-05-30T16:30+00:00,2018-05-30T17:00+00:00,348,,Yorkshire,high
2018-05-30T16:30+00:00,2018-05-30T17:00+00:00,305,,North Wales and Merseyside,high
2018-05-30T16:30+00:00,2018-05-30T17:00+00:00,385,,South Wales,very high
2018-05-30T16:30+00:00,2018-05-30T17:00+00:00,287,,West Midlands,high
2018-05-30T16:30+00:00,2018-05-30T17:00+00:00,475,,East Midlands,very high
2018-05-30T16:30+00:00,2018-05-30T17:00+00:00,200,,East England,moderate
2018-05-30T16:30+00:00,2018-05-30T17:00+00:00,223,,South West England,moderate
2018-05-30T16:30+00:00,2018-05-30T17:00+00:00,356,,South England,high
2018-05-30T16:30+00:00,2018-05-30T17:00+00:00,300,,London,high
2018-05-30T16:30+00:00,2018-05-30T17:00+00:00,180,,South East England,moderate
2018-05-30T16:30+00:00,2018-05-30T17:00+00:00,257,,England,moderate
2018-05-30T16:30+00:00,2018-05-30T17:00+00:00,77,,Scotland,very low
2018-05-30T16:30+00:00,2018-05-30T17:00+00:00,327,,Wales,high
2018-05-30T16:30+00:00,2018-05-30T17:00+00:00,277,,GB,moderate
2018-05-30T17:00+00:00,2018-05-30T17:30+00:00,187,,North Scotland,moderate
2018-05-30T17:00+00:00,2018-05-30T17:30+00:00,22,,South Scotland,very low
2018-05-30T17:00+00:00,2018-05-30T17:30+00:00,101,,North West England,low
2018-05-30T17:00+00:00,2018-05-30T17:30+00:00,65,,North East England,very low
2018-05-30T17:00+00:00,2018-05-30T17:30+00:00,343,,Yorkshire,high
2018-05-30T17:00+00:00,2018-05-30T17:30+00:00,281,,North Wales and Merseyside,high
2018-05-30T17:00+00:00,2018-05-30T17:30+00:00,386,,South Wales,very high
2018-05-30T17:00+00:00,2018-05-30T17:30+00:00,284,,West Midlands,high
2018-05-30T17:00+00:00,2018-05-30T17:30+00:00,467,,East Midlands,very high
2018-05-30T17:00+00:00,2018-05-30T17:30+00:00,205,,East England,moderate
2018-05-30T17:00+00:00,2018-05-30T17:30+00:00,227,,South West England,moderate
2018-05-30T17:00+00:00,2018-05-30T17:30+00:00,354,,South England,high
2018-05-30T17:00+00:00,2018-05-30T17:30+00:00,286,,London,high
2018-05-30T17:00+00:00,2018-05-30T17:30+00:00,183,,South East England,moderate
2018-05-30T17:00+00:00,2018-05-30T17:30+00:00,259,,England,moderate
2018-05-30T17:00+00:00,2018-05-30T17:30+00:00,78,,Scotland,very low
2018-05-30T17:00+00:00,2018-05-30T17:30+00:00,323,,Wales,high
2018-05-30T17:00+00:00,2018-05-30T17:30+00:00,279,,GB,moderate
2018-05-30T17:30+00:00,2018-05-30T18:00+00:00,189,,North Scotland,moderate
2018-05-30T17:30+00:00,2018-05-30T18:00+00:00,22,,South Scotland,very low
2018-05-30T17:30+00:00,2018-05-30T18:00+00:00,100,,North West England,low
2018-05-30T17:30+00:00,2018-05-30T18:00+00:00,71,,North East England,very low
2018-05-30T17:30+00:00,2018-05-30T18:00+00:00,334,,Yorkshire,high
2018-05-30T17:30+00:00,2018-05-30T18:00+00:00,264,,North Wales and Merseyside,moderate
2018-05-30T17:30+00:00,2018-05-30T18:00+00:00,386,,South Wales,very high
2018-05-30T17:30+00:00,2018-05-30T18:00+00:00,287,,West Midlands,high
2018-05-30T17:30+00:00,2018-05-30T18:00+00:00,456,,East Midlands,very high
2018-05-30T17:30+00:00,2018-05-30T18:00+00:00,210,,East England,moderate
2018-05-30T17:30+00:00,2018-05-30T18:00+00:00,234,,South West England,moderate
2018-05-30T17:30+00:00,2018-05-30T18:00+00:00,350,,South England,high
2018-05-30T17:30+00:00,2018-05-30T18:00+00:00,265,,London,moderate
2018-05-30T17:30+00:00,2018-05-30T18:00+00:00,186,,South East England,moderate
2018-05-30T17:30+00:00,2018-05-30T18:00+00:00,261,,England,moderate
2018-05-30T17:30+00:00,2018-05-30T18:00+00:00,79,,Scotland,very low
2018-05-30T17:30+00:00,2018-05-30T18:00+00:00,326,,Wales,high
2018-05-30T17:30+00:00,2018-05-30T18:00+00:00,283,,GB,high
2018-05-30T18:00+00:00,2018-05-30T18:30+00:00,198,,North Scotland,moderate
2018-05-30T18:00+00:00,2018-05-30T18:30+00:00,22,,South Scotland,very low
2018-05-30T18:00+00:00,2018-05-30T18:30+00:00,99,,North West England,low
2018-05-30T18:00+00:00,2018-05-30T18:30+00:00,80,,North East England,low
2018-05-30T18:00+00:00,2018-05-30T18:30+00:00,326,,Yorkshire,high
2018-05-30T18:00+00:00,2018-05-30T18:30+00:00,260,,North Wales and Merseyside,moderate
2018-05-30T18:00+00:00,2018-05-30T18:30+00:00,387,,South Wales,very high
2018-05-30T18:00+00:00,2018-05-30T18:30+00:00,294,,West Midlands,high
2018-05-30T18:00+00:00,2018-05-30T18:30+00:00,447,,East Midlands,very high
2018-05-30T18:00+00:00,2018-05-30T18:30+00:00,213,,East England,moderate
2018-05-30T18:00+00:00,2018-05-30T18:30+00:00,242,,South West England,moderate
2018-05-30T18:00+00:00,2018-05-30T18:30+00:00,344,,South England,high
2018-05-30T18:00+00:00,2018-05-30T18:30+00:00,245,,London,moderate
2018-05-30T18:00+00:00,2018-05-30T18:30+00:00,189,,South East England,moderate
2018-05-30T18:00+00:00,2018-05-30T18:30+00:00,264,,England,moderate
2018-05-30T18:00+00:00,2018-05-30T18:30+00:00,81,,Scotland,low
2018-05-30T18:00+00:00,2018-05-30T18:30+00:00,334,,Wales,high
2018-05-30T18:00+00:00,2018-05-30T18:30+00:00,286,,GB,high
2018-05-30T18:30+00:00,2018-05-30T19:00+00:00,210,,North Scotland,moderate
2018-05-30T18:30+00:00,2018-05-30T19:00+00:00,22,,South Scotland,very low
2018-05-30T18:30+00:00,2018-05-30T19:00+00:00,98,,North West England,low
2018-05-30T18:30+00:00,2018-05-30T19:00+00:00,87,,North East England,low
2018-05-30T18:30+00:00,2018-05-30T19:00+00:00,322,,Yorkshire,high
2018-05-30T18:30+00:00,2018-05-30T19:00+00:00,271,,North Wales and Merseyside,moderate
2018-05-30T18:30+00:00,2018-05-30T19:00+00:00,388,,South Wales,very high
2018-05-30T18:30+00:00,2018-05-30T19:00+00:00,304,,West Midlands,high
2018-05-30T18:30+00:00,2018-05-30T19:00+00:00,442,,East Midlands,very high
2018-05-30T18:30+00:00,2018-05-30T19:00+00:00,214,,East England,moderate
2018-05-30T18:30+00:00,2018-05-30T19:00+00:00,248,,South West England,moderate
2018-05-30T18:30+00:00,2018-05-30T19:00+00:00,340,,South England,high
2018-05-30T18:30+00:00,2018-05-30T19:00+00:00,231,,London,moderate
2018-05-30T18:30+00:00,2018-05-30T19:00+00:00,192,,South East England,moderate
2018-05-30T18:30+00:00,2018-05-30T19:00+00:00,266,,England,moderate
2018-05-30T18:30+00:00,2018-05-30T19:00+00:00,83,,Scotland,low
2018-05-30T18:30+00:00,2018-05-30T19:00+00:00,344,,Wales,high
2018-05-30T18:30+00:00,2018-05-30T19:00+00:00,288,,GB,high
2018-05-30T19:00+00:00,2018-05-30T19:30+00:00,219,,North Scotland,moderate
2018-05-30T19:00+00:00,2018-05-30T19:30+00:00,23,,South Scotland,very low
2018-05-30T19:00+00:00,2018-05-30T19:30+00:00,96,,North West England,low
2018-05-30T19:00+00:00,2018-05-30T19:30+00:00,89,,North East England,low
2018-05-30T19:00+00:00,2018-05-30T19:30+00:00,320,,Yorkshire,high
2018-05-30T19:00+00:00,2018-05-30T19:30+00:00,283,,North Wales and Merseyside,high
2018-05-30T19:00+00:00,2018-05-30T19:30+00:00,388,,South Wales,very high
2018-05-30T19:00+00:00,2018-05-30T19:30+00:00,310,,West Midlands,high
2018-05-30T19:00+00:00,2018-05-30T19:30+00:00,440,,East Midlands,very high
2018-05-30T19:00+00:00,2018-05-30T19:30+00:00,214,,East England,moderate
2018-05-30T19:00+00:00,2018-05-30T19:30+00:00,252,,South West England,moderate
2018-05-30T19:00+00:00,2018-05-30T19:30+00:00,337,,South England,high
2018-05-30T19:00+00:00,2018-05-30T19:30+00:00,222,,London,moderate
2018-05-30T19:00+00:00,2018-05-30T19:30+00:00,193,,South East England,moderate
2018-05-30T19:00+00:00,2018-05-30T19:30+00:00,268,,England,moderate
2018-05-30T19:00+00:00,2018-05-30T19:30+00:00,85,,Scotland,low
2018-05-30T19:00+00:00,2018-05-30T19:30+00:00,351,,Wales,high
2018-05-30T19:00+00:00,2018-05-30T19:30+00:00,287,,GB,high
2018-05-30T19:30+00:00,2018-05-30T20:00+00:00,224,,North Scotland,moderate
2018-05-30T19:30+00:00,2018-05-30T20:00+00:00,23,,South Scotland,very low
2018-05-30T19:30+00:00,2018-05-30T20:00+00:00,95,,North West England,low
2018-05-30T19:30+00:00,2018-05-30T20:00+00:00,86,,North East England,low
2018-05-30T19:30+00:00,2018-05-30T20:00+00:00,318,,Yorkshire,high
2018-05-30T19:30+00:00,2018-05-30T20:00+00:00,290,,North Wales and Merseyside,high
2018-05-30T19:30+00:00,2018-05-30T20:00+00:00,389,,South Wales,very high
2018-05-30T19:30+00:00,2018-05-30T20:00+00:00,310,,West Midlands,high
2018-05-30T19:30+00:00,2018-05-30T20:00+00:00,436,,East Midlands,very high
2018-05-30T19:30+00:00,2018-05-30T20:00+00:00,213,,East England,moderate
2018-05-30T19:30+00:00,2018-05-30T20:00+00:00,253,,South West England,moderate
2018-05-30T19:30+00:00,2018-05-30T20:00+00:00,336,,South England,high
2018-05-30T19:30+00:00,2018-05-30T20:00+00:00,215,,London,moderate
2018-05-30T19:30+00:00,2018-05-30T20:00+00:00,190,,South East England,moderate
2018-05-30T19:30+00:00,2018-05-30T20:00+00:00,267,,England,moderate
2018-05-30T19:30+00:00,2018-05-30T20:00+00:00,85,,Scotland,low
2018-05-30T19:30+00:00,2018-05-30T20:00+00:00,357,,Wales,high
